Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
ABR	12.126875810895742	0.0069609369743317	0.0621428898602355	12.912295102458506	0.0048301626594258	0.0512593032887964	14.246562604400976	0.0025880440570048	0.0293080067484533	13.095244505918407	3	1.023099081389879e-05	0.00014067612369110836
MOSPD1	7.683213242565945	0.0530331605982222	0.2887461350458573	25.257237145668373	1.364165687356433e-05	0.000327535728323				16.47022519411716	2	1.0766132228061952e-05	0.00014769085104040903
GALT	27.470021034742203	4.691969981352097e-06	0.0001063513195773				5.45358224470584	0.1414414235899965	0.5496940393186659	16.461801639724026	2	1.0846771116834692e-05	0.00014845262552843776
C15orf38				25.71577698657896	1.0937746245877067e-05	0.0002707092195854				25.71577698657896	1	1.0937746245877067e-05	0.00014935202004329832
MAB21L2	13.516776002048061	0.0036424509356051	0.0370348033622294				19.28119788473593	0.0002391307154622	0.0038125344304563	16.398986943391993	2	1.1467286008604062e-05	0.000156042183028473
KIAA1328	31.12131623486961	8.014901181007164e-07	2.134635347874908e-05				1.668059733848522	0.6440580359338315	0.9891449568862424	16.394687984359063	2	1.1511017845363112e-05	0.00015609837846492983
PCDHA5							25.533627730872144	1.1941140494299554e-05	0.0002680534509186	25.533627730872144	1	1.1941140494299554e-05	0.00016119176523412355
GNS	9.506566294467053	0.0232616085870989	0.1581789383922732	15.382801455322552	0.0015170885613423	0.0201174294180198	13.951893946109053	0.0029713700049507	0.0326979890544793	12.947087231966222	3	1.2305077737479441e-05	0.00016572613239828517
TPI1	11.529093481341025	0.0091833513011322	0.0771015519047774	16.557341353143425	0.0008714421971661	0.0126718566577856	10.736177943595008	0.0132414471563907	0.1099724454563577	12.940870926026484	3	1.240064059165946e-05	0.00016682317974558942
STXBP5	11.293704166669462	0.0102392378664348	0.08369463995172799	13.282339622078405	0.0040641604642701	0.0446378232147121	14.226513983329435	0.0026124937447182	0.0294859383183143	12.934185924025767	3	1.2504227044799664e-05	0.0001680255509144955
ZCCHC11	19.291684533326574	0.000237938991209	0.003638531176575	13.085446342068465	0.0044554196628361	0.0479870609587435	6.34042127670931	0.0961728666126239	0.4383854577155359	12.905850717368116	3	1.2952865400263715e-05	0.00017365944825183495
PTPRCAP	11.193614692975144	0.0107236997223174	0.0865478391730465				21.31087073706106	9.072992395065664e-05	0.0015755570327211	16.252242715018102	2	1.3057453116901241e-05	0.00017486340102758458
CSF1R	9.949523487867145	0.0190001135258231	0.135243569774011	6.8251732356429855	0.0776838537887854	0.3808827756659108	21.813210351833682	7.133681032997869e-05	0.001291974718749	12.86263569178127	3	1.3667895085080422e-05	0.000182418577179544
OR4A8P				25.178366833054067	1.4169770025316265e-05	0.0003390891654733				25.178366833054067	1	1.4169770025316265e-05	0.00018847866203528101
C5	26.597585589975143	7.149281817220779e-06	0.0001547343432584	10.334934383106381	0.0159234747498703	0.1306231010412178	1.3260627578096584	0.7229537168700912	1.0	12.75286091029706	3	1.566428591357169e-05	0.00020719259611631455
RAB34	19.497413754991094	0.000215718980667	0.0033413789767948	0.2307188674412618	0.9724841893956032	1.0	18.443628643953826	0.0003562511737475	0.0054564098078977	12.723920422128728	3	1.6236919085190812e-05	0.0002138102095572175
MRPS24	7.284786592626943	0.0633538478424416	0.3210553346264961				24.626309932971388	1.848302294631647e-05	0.0003922895687809	15.955548262799162	2	1.6970519239159686e-05	0.00022297376667007032
SURF1	1.1069486146793657	0.7753969307431212	1.0				30.21160389354351	1.24560856349311e-06	3.4174908121420715e-05	15.659276254111438	2	2.2034694402160653e-05	0.000284144232612377
IFT43							24.140956322549386	2.3343231599125847e-05	0.0004774280337566	24.140956322549386	1	2.3343231599125847e-05	0.0002997108725946396
NME2	10.975891927464119	0.0118569538759345	0.0936445418142178	11.593519340140247	0.0089135877080521	0.0821664519975674	14.414247314119383	0.0023922345889461	0.0275215715664666	12.327886193907915	3	2.6495588549874922e-05	0.00033689283290566765
UNCX	24.44454378391375	2.0172127984547615e-05	0.0003987842538469999				6.397542411033277	0.0937919465154562	0.4327938315963895	15.421043097473511	2	2.717097148176786e-05	0.0003451092779504886
TCIRG1	14.640971490496414	0.0021506472965147	0.0235392765741825	4.685236808065484	0.1963508357048353	0.6366206772718012	17.57397428148962	0.0005384158044555	0.0077648455901825	12.300060860017176	3	2.741982865051296e-05	0.00034715147086971716
CLEC5A	18.435900329136725	0.0003575625545263	0.005139894711842	10.47264894223221	0.0149475876014204	0.1256118785993782	7.3798800850420765	0.0607265155843112	0.3312474373790772	12.096143118803669	3	3.523575982211792e-05	0.00044091307925560254
NFKBIZ	16.40829376469883	0.0009350690321386	0.0116132666841256				13.558958309129087	0.0035713112675987	0.037899324185712006	14.983626036913956	2	3.987595888916367e-05	0.0004947882621871569
FKBP15	19.041199313813514	0.0002680882303459	0.0040671360008808	8.598983640778826	0.0351262532323617	0.2289066114610263	8.184705311898037	0.0423447249596223	0.2588756011420388	11.94162942216346	3	4.258554767340699e-05	0.0005256514626701855
BMP7							22.711331295859257	4.638238256418807e-05	0.0008826602275936	22.711331295859257	1	4.638238256418807e-05	0.00056777605985665
CD14	15.21057058426262	0.0016452633600323	0.0188919581987907	8.053252529020705	0.0449238619661134	0.2659006965021311	12.171369360897009	0.0068185931753771	0.0644551235364311	11.811730824726776	3	4.99184268955426e-05	0.0006072895041561638
ACTR3B	13.520615145252755	0.0036359186617511	0.0370076307100531	12.772383620529077	0.0051556103237338	0.0535339020253227	9.054624917737627	0.0285733658130131	0.1945371590389674	11.782541227839824	3	5.173013356979729e-05	0.0006273936712439518
ARRB2	9.576743016339352	0.0225288036745839	0.1549542106398214	14.118941878709672	0.0027476426057447	0.032876180648538	11.651156680460057	0.0086788869741687	0.0782413639594696	11.782280525169694	3	5.1746602956429545e-05	0.0006269503893030527
ARHGAP30	12.315902840475605	0.0063757597795795	0.0581091109948753	2.5272051577918	0.4703945590785118	0.9070281425988272	20.476969143098195	0.0001351737539534	0.0022732542940603	11.773359047121868	3	5.231332385176189e-05	0.0006325205056718653
ANKRD44	7.4109322707699485	0.0598916927640447	0.3100656318691474	16.276813444768408	0.0009950148225434	0.0141276466061326	11.62294857235559	0.0087929788204493	0.0791289934028704	11.770231429297981	3	5.251344418635454e-05	0.000634291601127316
MAN1C1	22.451457721214986	5.25389391306283e-05	0.0009433396037162							22.451457721214986	1	5.25389391306283e-05	0.0006339519951221222
ALDOC	11.27537343534146	0.010326319494038	0.0841911150585349	18.541105810602	0.0003401157303085	0.0056506123745746	5.365808698696428	0.1468887129914586	0.5601134954145113	11.727429314879966	3	5.5329113310499145e-05	0.0006649052488787116
NAGK	6.275128453218308	0.0989654772315402	0.4253164480932353	17.68720023582759	0.000510257448456	0.00799919865508	11.186991625998628	0.0107565430265885	0.0929967904365352	11.71644010501484	3	5.607569301481761e-05	0.000672510212880546
CNPY3	10.827892283429536	0.0126938777557877	0.0990308380166742	10.354218460627196	0.0157831383267185	0.1299142832428187	13.844240997366931	0.0031250193838006	0.0339096422739522	11.675450580474555	3	5.894898142479685e-05	0.0007048247779051798
RASGRP1				22.20731724696424	5.906225329437561e-05	0.0011956383881189				22.20731724696424	1	5.906225329437561e-05	0.0007054658032383753
KCNV2	5.4561643033788965	0.1412841130426274	0.5252547793147389				23.601745594832806	3.0248987353609722e-05	0.0006004720548391	14.528954949105849	2	5.9320761973245664e-05	0.000707838557349778
RP2	11.512113505558894	0.0092557813123606	0.0774384216604831	5.429974379265459	0.1428874345105938	0.5434986785305586	18.050982874848174	0.000429327547889	0.0064107848006318	11.66435691989084	3	5.975124614103678e-05	0.0007115392604408457
SYPL1	9.733502128143598	0.0209727467835882	0.1465646473476999	14.513847988200569	0.0022829578609689996	0.0282516035294922	10.743361061438897	0.0131977342775162	0.1097895331352292	11.663570392594352	3	5.980853223366333e-05	0.0007115049232022826
APOBR	17.180869698510815	0.0006487138283801	0.00846240569593	7.0987531760263005	0.0688159009742532	0.3529684289147823	10.641645265887501	0.0138301872510275	0.1131906351894928	11.640422713474871	3	6.151891013480966e-05	0.0007289189502446133
TPM2							22.09506165921336	6.232661766252018e-05	0.0011535551685838	22.09506165921336	1	6.232661766252018e-05	0.0007377500038631643
PEBP1	10.127106749404208	0.0175160144580288	0.1283972068987622	11.9706467378707	0.0074843917637469	0.0713584423174128	12.644095713297189	0.005473035651488	0.0535870531292696	11.5806164001907	3	6.616415555896611e-05	0.0007784986462535067
ITGAL	13.429938495715106	0.0037933483612014	0.038325209786301	2.6142739615190487	0.4549926305505213	0.8986695110654872	18.64794406234476	0.0003232647361247	0.0050195278965136	11.564052173192973	3	6.75106872796328e-05	0.0007927645254038312
ADAMTSL4	27.095543885906785	5.621975791523616e-06	0.0001253569857886				1.5647897717672288	0.667399587720539	0.9953967922926836	14.330166828837006	2	7.053349740158728e-05	0.0008274390940215967
MYH9	9.402946706729075	0.0243865776161134	0.163395182518026	14.922432162917408	0.0018841502236145	0.0241431802589754	10.216631258521307	0.0168116654918261	0.130023912482237	11.51400337605593	3	7.17452825329762e-05	0.0008391572363525653
ANO5	20.057066526530573	0.0001651821864761	0.002652875718481				8.456025538762258	0.0374698086254729	0.2362044473999306	14.256546032646416	2	7.519777859706697e-05	0.0008778023019845181
KIAA0528	1.0315880852892196	0.7936091906726213	1.0	32.34287093606686	4.4311685595385284e-07	1.5034767690039887e-05	0.9246565272034992	0.8194739110539492	1.0	11.433038516186528	3	7.91556106314494e-05	0.0009194647305666887
MMP14	12.864275006661382	0.0049395038665969	0.0475501637278424	8.071149329928744	0.0445639231690599	0.2648548295582204	13.346276431471717	0.0039445771230379	0.0412550607372274	11.427233589353945	3	7.971495129396423e-05	0.0009250532866056203
TMEM176B	9.937617389602874	0.0191039218847604	0.1358816046224653	0.7282844145704814	0.8665318576687877	1.0	23.593695196587127	3.036620226065448e-05	0.0006016192400917	11.419865666920161	3	8.043050088061583e-05	0.0009315285728827443
JAK3	16.176890132579256	0.0010431117525646	0.0127243708442614	2.478255119483037	0.4792336910022859	0.9123872194081982	15.492727183152075	0.0014405146125916	0.0181164843948792	11.382624145071453	3	8.414512790811146e-05	0.0009707474512326029
SH3PXD2B	18.30519307535581	0.0003804831505937	0.0053648124233712	4.482936554366863	0.2138173670052717	0.6640559137718516	11.288687495203087	0.0102629977204246	0.08995895144725499	11.358939041641927	3	8.659487027416587e-05	0.0009951256958134222
PGLS	12.862706799320662	0.0049431156476952	0.0474420348649669	13.444679501888945	0.0037673036466266	0.0419511609463345	7.689062989840838	0.0528945240655258	0.302886969253045	11.332149763683482	3	8.94503113466066e-05	0.0010269416812365274
TCN1	4.060718094673549	0.2549818751595196	0.7177822134555121				23.859005064346714	2.673158692969785e-05	0.0005359021506459999	13.959861579510132	2	9.729052548028512e-05	0.001108343414069722
GLB1L	21.155044968713312	9.775216331900808e-05	0.0016559147383439							21.155044968713312	1	9.775216331900808e-05	0.0011125306364266321
TIGAR	6.711504884385388	0.0816842630955859	0.3776223310320532	2.5087453184993325	0.4737126815163646	0.9078550913070186	24.43218455431764	2.029241390966177e-05	0.0004235884503534	11.217478252400786	3	0.00010275640724295784	0.0011649995356164686
SERPINB9	9.550492547316326	0.0228002271800775	0.1563723735354678	11.972945278177512	0.0074764155021123	0.0713765585650806	12.107059603042115	0.0070252742926504	0.0661002573780606	11.210165809511983	3	0.0001036680328225524	0.0011742092798148298
ZMIZ1	7.161607047399009	0.0669213516472961	0.3324569531576559	21.78180560061512	7.241785632485019e-05	0.0014338735552320001	4.579702739625189	0.2052902135946708	0.6591684498675698	11.174371795879773	3	0.000108246408607025	0.0012202228615615545
SMPD1	24.025867020193328	2.4671275621829072e-05	0.0004769116747219	3.3008410725469814	0.347525600248271	0.82862669514822	6.191613102114233	0.1026510009297394	0.4564069975461933	11.17277373161818	3	0.00010845538702623176	0.0012214142396049432
GGT5	10.867776492190869	0.0124627718357606	0.0975453521316516				16.748799040984586	0.0007959838844925	0.0109046560847127	13.808287766587727	2	0.0001109411109152543	0.0012482194448838078
REC8				20.787182393065237	0.0001165513564966	0.0021992601916477				20.787182393065237	1	0.00011655135649662075	0.0013038976258964437
MAGI1	7.368019614723009	0.0610483479028066	0.3131790046506744	3.0298313139638657	0.3870486039675456	0.8596190107171028	22.89996499896104	4.236897256146221e-05	0.0008108572366961	11.09927197588264	3	0.00011850812317563518	0.0013232847559507895
PXN	17.517816693347477	0.0005529495007769	0.0074149368020266	4.165734662818823	0.2441149640060289	0.7090911755914676	11.584581722976944	0.0089505386650082	0.0803326714933894	11.089377693047744	3	0.00011992947030422172	0.0013353728685003973
PTAFR	3.5857235908400704	0.309813064478135	0.7839766857261437				23.725857720855718	2.8497927592680738e-05	0.000569059208971	13.655790655847895	2	0.00012658178588350922	0.0013989061851144824
LRRD1	2.510533433040443	0.4733904635183293	0.9139886758384499				24.546176352543572	1.9209567872348024e-05	0.0004043194701448	13.52835489279201	2	0.00014130765896500633	0.0015543842486150695
PRRT4	11.607344451118514	0.0088567266809068	0.0748178814242598	9.171751547221783	0.0270924004747187	0.1919576257164632	12.00569385220046	0.0073636812021896	0.0687729783127015	10.928263283513589	3	0.00014557614927432352	0.00159836394166098
GMPR2	8.136432650863576	0.0432746207612254	0.2496492562326293	9.452877837742443	0.0238379813378428	0.1756137524246587	15.080285536587384	0.0017493089828528	0.0211842154813421	10.889865341731133	3	0.00015244283667726756	0.0016675638702208038
CRELD2	10.030085071788887	0.018312124829044	0.1316166813050034	8.12802710047606	0.043438562675125005	0.2603072076725776	14.497535847581355	0.0023005096059888	0.0265266050695113	10.885216006615437	3	0.00015329557112500394	0.001673795132551405
ASS1				24.343286824153047	2.117893632049104e-05	0.0004738705039882	2.5199135016398064	0.4717030149267385	0.9215594988649752	13.431600162896427	2	0.00015360642897294655	0.0016756420872740712
VAMP8	10.808421112225536	0.0128082306812141	0.0997606139492133	3.000541127319817	0.3915417526067075	0.8627049530758156	18.51796018239537	0.0003438799630163	0.0052989965686105	10.775640807313573	3	0.00017480554303423102	0.0018929263245236094
GATA2	18.672094357147092	0.0003195722471584	0.0046851050546722				7.822576188743971	0.0498244292013464	0.2907334416336781	13.24733527294553	2	0.00018002256883475342	0.0019440793392428851
CORO1B	5.807982073612052	0.1213353417876944	0.4799353370711279	6.4876175041545725	0.090152120227259	0.4173794829483669	19.851361345114032	0.0001822171753026	0.0029947511083839	10.715653640960216	3	0.0001878091447550393	0.0020207853837382527
PLK3							19.77608313813438	0.0001888789544753	0.0030891931100292	19.77608313813438	1	0.00018887895447531396	0.002028604574632686
SDF2L1	12.386761938347735	0.0061691629149198	0.0566028076825372	5.3633015836564315	0.1470471851063552	0.5500569393186487	14.317388847111046	0.0025034721362051	0.028477698771843998	10.689150789705073	3	0.00019385237600423933	0.002078245100861405
CAPZB	9.608047592307873	0.0222092655282011	0.1535273524761301	12.127813592390778	0.006957906747449001	0.0676780512298981	10.271191128381316	0.0163961473876274	0.1275900047289317	10.669017437693322	3	0.00019857040305093623	0.002121133709193605
SH2D4B							19.624549839184674	0.0002030329298523	0.0032888086109209	19.624549839184674	1	0.00020303292985238676	0.0021668451222964557
NAGA	8.042069906599407	0.0451502020939025	0.2579857793065183	9.596206441876797	0.0223296063003727	0.1665387664941112	14.306888021268845	0.00251583573317	0.0285541714827509	10.648388123248349	3	0.00020352151871276785	0.002170100954714589
KCNH7	19.59618904570757	0.0002057969230546	0.0032188921667994							19.59618904570757	1	0.00020579692305465745	0.002188442999209824
LASP1	12.528979730544386	0.005774278632329001	0.0538034825333047	5.458467342144862	0.1411439415175641	0.5394221392635833	13.835808532308397	0.0031373819927178	0.0339709682291719	10.607751868332548	3	0.00021363131272588028	0.0022595619615237337
MTDH	7.477685034629934	0.0581345995663034	0.30575674198668	14.69784523647634	0.0020939425757084	0.0262724357545918	9.604915278083283	0.0222410369505766	0.1617588060974414	10.593481849729852	3	0.00021729712949171241	0.0022942308537852677
MTERFD1	27.32156385172346	5.04072844933703e-06	0.0001131861929092	1.2403986045016109	0.7433322462366655	1.0	3.208730460964957	0.3605489996355911	0.8437813389530109	10.590230972396675	3	0.00021814083786347068	0.002299033340227755
WASL				22.456860366899182	5.240301192608008e-05	0.0010698208112705	3.580227126671065	0.3105050264281496	0.7972490204307854	13.018543746785124	2	0.00021912827577751077	0.0023073836696964065
RGMA							19.375572834272358	0.00022861605996000003	0.0036621977706252	19.375572834272358	1	0.00022861605996001103	0.002403008808024116
DPYSL3	18.995947292213067	0.0002739269088643	0.0041295773619355				6.703170812306707	0.0819852604752211	0.3975185713846449	12.849559052259885	2	0.00025328391576106874	0.0026388390342507824
RPS6KA5	22.719897515476408	4.619217454553637e-05	0.0008388078968609	0.6084304354306421	0.8944997349127867	1.0	7.869194600079119	0.0487938453930537	0.2865364795587447	10.399174183662057	3	0.0002737971764583756	0.002827643328926019
PDHA2	17.548832486963512	0.0005448749962517	0.0073168928068095				7.967993797523151	0.0466778294054924	0.2776535516458316	12.758413142243333	2	0.0002738334633118878	0.0028255503522365377
TRPV2	12.051636170883098	0.007208353768717	0.0636406039912143	3.3514721332460065	0.3405426928278822	0.8247660995533193	15.747434690900915	0.0012775134688976	0.0163923274513553	10.383514331676674	3	0.00027893235780653046	0.002870648503970602
CLSTN1	11.403439562411648	0.0097328762371955	0.0805861980675568	4.816945911330174	0.1857025883415456	0.6201814260371304	14.907302676028461	0.0018976033290681	0.022628193290325	10.375896049923426	3	0.00028146456572463	0.002891675490611425
IGSF6	18.924085369839684	0.0002834600022633	0.0042465851589084							18.924085369839684	1	0.00028346000226339203	0.0029096480267053913
HUNK	11.779022577643126	0.0081797738270997	0.0702127765928672	11.502789531185966	0.0092957932596775	0.0849313500476481	7.819670855293834	0.049889353199458	0.290777093719812	10.367160988040974	3	0.00028439571201176384	0.002916720983988818
IGKC	12.902809190115033	0.004851570463561	0.0467506106579126				12.47098891500412	0.0059321849807833	0.0572520884132039	12.686899052559573	2	0.0002910998891510545	0.002977730267483754
PEA15	10.4824386465422	0.01488050034945	0.1121652809359489	6.9781234328965756	0.0725983314842388	0.3671575518800518	13.572842589452613	0.0035481980377906	0.0377331480405384	10.344468222963798	3	0.0002921510608053418	0.002985899994834198
ASAH2	9.91505807609851	0.0193021455183536	0.1371897488732208				15.448983580401904	0.0014705156116894	0.0183796296947454	12.682020828250208	2	0.0002923160333568302	0.002985006126463313
DNAJC3	9.426937825572873	0.024121457498932998	0.16207185318834602	8.069543964991576	0.0445960950486377	0.2648282489042767	13.528284724351805	0.0036229036477842	0.0384065722828984	10.341588838305418	3	0.0002931498020856728	0.0029883589738474827
TECTA							18.779441944331566	0.0003036604329499	0.0047296280356697	18.779441944331566	1	0.00030366043294995337	0.0030928377430087845
CD101	11.359463174065429	0.0099327633659834	0.0818172982414515				13.863096881688795	0.0030975496308156	0.0337199918950297	12.611280027877115	2	0.00031052492662319236	0.003149191472829545
AHR	25.667326514188968	1.1196128955356484e-05	0.0002328600529803	1.962091989819336	0.5803118149348236	0.955115801989062	3.2260279663955753	0.3580715774106451	0.8399250810253409	10.285148823467956	3	0.0003134160077316623	0.003175787739011917
CD300LF	12.437808551734841	0.0060244460346607	0.0554874049762994	2.9827219301694035	0.3942967933934637	0.8627256814576331	15.397944654686155	0.0015063046544032	0.0187574764098134	10.272825045530134	3	0.00031802047110098566	0.003216930770546753
RNASE3	0.7065837262519857	0.8716543084811583	1.0	26.62442628672713	7.0572938570981705e-06	0.0001808619244866	3.461011721509744	0.3258540859567059	0.8139518298114214	10.26400724482962	3	0.00032135562549867705	0.0032478891209588518
C10orf88	23.973943637771548	2.5294832019699765e-05	0.0004850536988097				1.1068322956740282	0.775425001547547	1.0	12.540387966722786	2	0.0003298931173874357	0.003328486444630057
AIP	10.34879165863816	0.0158225073947061	0.1175106126262142	11.539891269824546	0.0091375833615187	0.0838036991798172	8.720191134999544	0.0332519802132907	0.2173292754547165	10.202958021154084	3	0.0003454047503966806	0.0034701879128638475
GDI1	9.961793220575636	0.0188937146709358	0.1346861979664932	13.628226868627793	0.0034574645230244	0.0394740854785116	6.958694521108832	0.0732260367288567	0.3715991959112512	10.182904870104087	3	0.00035368235289809613	0.0035383196472250312
PGM2L1	21.61205923665964	7.854980843146299e-05	0.0013521284797861	7.225337465341131	0.0650519768817299	0.3389550374363821	1.6293337766684135	0.6527570237968311	0.9933131082096972	10.155576826223061	3	0.00036527638888524783	0.00364505763592241
TMEM154	14.195430899127624	0.0026508535458067	0.0282718395964353				10.629524898248588	0.0139075121087115	0.1134566096604314	12.412477898688106	2	0.00036789582634240886	0.0036650110753993132
PLA2G7	13.033339721632512	0.0045650583010628	0.0443013957394638	9.012179892532952	0.0291293857666836	0.2014526994601171	8.376208048888815	0.0388440057391289	0.2424517349586565	10.14057588768476	3	0.000371797969032105	0.0036976543177499096
CD19	16.638402951221813	0.0008386632253062	0.0106083153090188				8.124607662948703	0.0435054285097804	0.2643751249898065	12.38150530708526	2	0.0003777279448163569	0.0037440343230959092
PUSL1	18.271271936013054	0.0003866666134168	0.0054280519611139							18.271271936013054	1	0.0003866666134168544	0.003826219835693977
EMB	9.123034608521726	0.0276990192095205	0.1790817236553493				15.496598934388757	0.0014378886695242	0.0181511033544435	12.30981677145524	2	0.00040148868859047113	0.0039497535296025964
BTBD10	7.890512105051907	0.0483295241080415	0.2717791654826409				16.639004587242972	0.0008384245788300001	0.0113935710551346	12.26475834614744	2	0.0004171699913398096	0.0040972052720874156
WDFY4	17.420267543922286	0.000579128423972	0.0077227862712713	7.88583832418145	0.0484309552406727	0.2802325968969913	4.8153819245009934	0.1858258071731358	0.6313088831613514	10.040495930868245	3	0.00041831928438246295	0.004098281307226698
SYNJ2BP	22.512478560608923	5.1023901683922856e-05	0.0009178558524304				1.9923636148087025	0.5739931767961617	0.9724074501145148	12.252421087708809	2	0.0004215677734540947	0.004123274541848362
BTK	8.071912957084074	0.0445486278452015	0.2554618682893497	13.544672849391446	0.0035952479770233	0.0403460514440183	8.431153485540646	0.0378928522848602	0.2385741520720928	10.015913097338725	3	0.0004305909290557795	0.004194182649163585
PARG	0.2347356673763957	0.971796050800752	1.0	25.06780241642189	1.4944596097345202e-05	0.0003506642727127	4.716811881484126	0.1937474494581685	0.6431144846932779	10.006449988427471	3	0.0004354081843928192	0.0042341297536555
LCA5L	17.995677086937622	0.0004407535433664	0.0061068568985518							17.995677086937622	1	0.0004407535433664888	0.004282588866317772
CUL9	1.4668383349664942	0.6899448987926655	1.0	1.6558906507303741	0.6467844165502571	0.9826174013892592	26.841295736868858	6.356063532960148e-06	0.0001503476336628	9.988008240855242	3	0.0004449480665184041	0.0043162517527318535
DPH2	20.162594091809627	0.0001570682563767	0.0025395791604382				4.0868589537479165	0.2522363930944356	0.7277404513217629	12.124726522778769	2	0.00046985364076777803	0.004535525960880796
DOCK8	14.074551289488836	0.0028054120779127	0.0295910792112514	8.742342247405826	0.032920180929866	0.2200870930436098	6.997949267861398	0.0719631650347276	0.3670302684189331	9.938280934918687	3	0.00047170265338814063	0.00454966058426979
MYO9B	7.993907068368793	0.0461377961943158	0.2619118945595619	12.199079089337655	0.0067314016737391	0.0660976085545007	9.395114804239752	0.0244737432899775	0.1742420373190804	9.862700320648734	3	0.0005154060145152118	0.004934960422382493
EP300	26.05065619355186	9.307303438027843e-06	0.0001961284073929	1.6637004152068893	0.6450339447405531	0.9832652011474324	1.8528541665859	0.6035013653330985	0.9788285521679412	9.855736925114883	3	0.0005196261944673133	0.004967323968937736
IL1R1				17.453936188702105	0.0005699565344167	0.0088582276865151				17.453936188702105	1	0.0005699565344167093	0.005417794227875873
CXorf38	11.892829459820506	0.0077594448736039	0.0675113951434798	11.37113244825482	0.0098793313253199	0.0895833469110249	6.041556726837998	0.1096058116303501	0.4760399986896887	9.768506211637774	3	0.0005754417998608839	0.005465541593056187
B3GNT2	1.654745361143524	0.6470413486441213	0.9945226756652508	25.078359256626605	1.4868825972743693e-05	0.0003511666840033	2.5448027960668207	0.4672485988424115	0.9212122326544449	9.759302471278984	3	0.0005816619426214362	0.005515759800720515
SERPING1	16.968202911276144	0.0007174642974763	0.0092212435445088	2.2975836949212143	0.5129839649304984	0.9252146529954359	9.991228235800444	0.0186408460249686	0.1414692092629552	9.752338280665931	3	0.0005864121549649924	0.005551900506373927
SPCS1	11.187538353145412	0.0107538280946799	0.0867180014901526	13.350501249641654	0.0039367991439163	0.0434370189512725	4.6971599646114015	0.1953639593015433	0.6448857919689679	9.745066522466157	3	0.0005914126086576699	0.005594763277901558
GNG5	7.092557832713584	0.0690054274165575	0.3384266179385954	10.439349556222195	0.0151780190160133	0.1271049170668926	11.694846834980558	0.0085050541087324	0.0768110328249841	9.742251407972113	3	0.0005933595996229957	0.005608694856548301
NDRG1	3.2866631148255463	0.3495032086156147	0.8223403102347272	15.240013179594527	0.0016226147145397	0.0213211573490529	10.6785639443654	0.0135972550140411	0.1120998450831863	9.73508007959516	3	0.0005983477796405675	0.005646817633080377
CAPZA1	12.166538300225172	0.0068339084404245	0.0615822501191637	9.790947658849284	0.0204293560496746	0.1554136380747356	7.236571426219734	0.0647277422647895	0.3443529493897684	9.731352461764727	3	0.0006009567686037735	0.005666916896921549
FDPS	10.462795437996748	0.0150154126675916	0.1129159032602889	11.973299323168545	0.0074751876621706	0.0714592344371789	6.687630694004092	0.082549372835991	0.3991069009510854	9.707908485056464	3	0.0006176220083860247	0.005814793192010143
TMED5	11.503905791918902	0.0092909940730979	0.0776652582152252	10.173913543763927	0.0171442092326789	0.1370588496953213	7.3543541696447905	0.0614212088898089	0.3335988834766232	9.677391168442538	3	0.0006399930556800767	0.0060015209226145175
WDR1	8.076361675888426	0.044459622413358	0.2552568022151362	10.085016281755225	0.0178571192028674	0.1411962806117323	10.86728423854506	0.0124655987341894	0.1047317191576213	9.676220732062905	3	0.000640866632756207	0.006004950818020719
CDC42	7.719146260582755	0.0521871093282243	0.2859257167080087	9.144911241417693	0.0274249848307087	0.1929896449576745	11.998169668199088	0.0073894330794523	0.0689498806418212	9.620742390066509	3	0.0006836369794655379	0.00635535163693395
ICAM1	13.799551476554566	0.0031910918664542	0.0329700310512533	7.303814100995747	0.0628194708254691	0.33235455026037	7.685189947041089	0.0529862740756266	0.3030695134133582	9.596185174863802	3	0.0007034474067269997	0.006524129870232762
ANKRD36BP1	16.871588229438007	0.0007510442811686	0.0095885653366774							16.871588229438007	1	0.0007510442811686258	0.00694921645134507
SNTA1	17.174616041768164	0.0006506388155526	0.0084759850047808	7.5538653159361075	0.0561904553048602	0.3097547067034518	3.691091855241362	0.2968106442608094	0.7819180230279559	9.473191070981876	3	0.0008114093057309488	0.007478499641674569
FCGR2C				16.64922458135858	0.0008343809813798	0.0122066221709147				16.64922458135858	1	0.0008343809813798101	0.007678252999857006
NCKAP1L	7.40107457836159	0.060155498591884	0.310927719945544	3.590378663592027	0.3092280986683413	0.7902374360240815	17.336192372199687	0.0006026775124828	0.0085575135152537	9.4425485380511	3	0.0008407275367441043	0.007724633350426598
DOCK10	11.314486757554912	0.0101413844226875	0.0831073451664344	7.694748051760758	0.0527601280850865	0.2978886294304064	9.292981749436118	0.0256387975968503	0.179507044862042	9.434072186250596	3	0.0008490183611962815	0.007794753199647538
ETHE1	12.134260120315796	0.0069371115107663	0.0621617057618949	11.916504722146088	0.0076747221377165	0.0725984514257555	4.186163673948403	0.2420508197380593	0.7167366186101529	9.412309505470096	3	0.0008706715896246266	0.007956484967010208
MPPED2				16.44236116428564	0.0009201309060928	0.0132465857735719				16.44236116428564	1	0.0009201309060928619	0.008331200585412018
