,0
1062,PTX3
1063,PUS7
1064,PXK
1065,PYGL
1066,PYROXD1
1067,PZP
1068,QPCT
1069,QSER1
1070,R3HCC1
1071,R3HDM1
1072,RAB1B
1073,RAB27A
1074,RAB32
1075,RAB37
1076,RAB44
1077,RAB5B
1078,RAB9A
1079,RABL6
1080,RAD23A
1081,RAD9A
1082,RALGAPA2
1083,RALGAPB
1084,RALGPS2
1085,RANBP10
1086,RANBP2
1087,RANBP9
1088,RAPGEF2
1089,RAPGEF6
1090,RAPH1
1091,RASAL3
1092,RASGRP2
1093,RASSF2
1094,RASSF4
1095,RASSF5
1096,RBBP5
1097,RBBP8NL
1098,RBM23
1099,RBM34
1100,RBM4B
1101,RBP4
1102,RC3H1
1103,RECQL4
1104,REEP3
1105,REPS1
1106,RFESD
1107,COP1
1108,RGL2
1109,RGS19
1110,RHAG
1111,RHOT1
1112,RHOT2
1113,RILP
1114,RILPL1
1115,RIN3
1116,RINT1
1117,RIOK2
1118,RIPK3
1119,RIT1
1120,RMDN3
1121,RMND1
1122,RMND5A
1123,RNASE1
1124,RNASE3
1125,RNF123
1126,RNF141
1127,RNF166
1128,RNLS
1129,ROCK1
1130,RPA2
1131,RPAP1
1132,RPAP3
1133,RPIA
1134,RPL10A
1135,RPL18
1136,RPP25L
1137,RPP30
1138,RPRD1A
1139,RPTOR
1140,RRN3
1141,RSBN1
1142,RSPRY1
1143,RSRC1
1144,RTKN
1145,RTN1
1146,RUFY2
1147,S100A12
1148,S100A4
1149,SAA4
1150,SACM1L
1151,SACS
1152,SAP130
1153,SARS2
1154,SBF2
1155,SBNO1
1156,SCAI
1157,SCFD2
1158,SCN7A
1159,SCP2
1160,SCRN3
1161,SCYL2
1162,SCYL3
1163,SDCBP
1164,SDSL
1165,SEC14L1
1166,SEC63
1167,SELENBP1
1168,SELL
1169,SENP7
1170,SELENOP
1171,SEPTIN6
1172,SERGEF
1173,SERINC1
1174,SERPINA1
1175,SERPINA10
1176,SERPINA3
1177,SERPINA4
1178,SERPINA6
1179,SERPINA7
1180,SERPINB10
1181,SERPINC1
1182,SERPIND1
1183,SERPINF2
1184,SERPING1
1185,SETD1A
1186,SETD1B
1187,SF3B3
1188,SH2D4A
1189,SH3BP2
1190,SH3KBP1
1191,SHBG
1192,SHPRH
1193,SIN3A
1194,SIN3B
1195,SIPA1
1196,SIRT2
1197,SIX1
1198,SIX4
1199,SKAP2
1200,SLC12A9
1201,SLC1A3
1202,SLC25A14
1203,SLC25A17
1204,SLC25A32
1205,SLC29A1
1206,SLC2A14
1207,SLC35B3
1208,SLC4A1
1209,SLC4A2
1210,SLC5A6
1211,SLC9A1
1212,SMC5
1213,SMG1
1214,SMG5
1215,SMN1
1216,SMPD2
1217,SMYD2
1218,SNCA
1219,SNTA1
1220,SNX1
1221,SNX11
1222,SNX13
1223,SNX16
1224,SNX17
1225,SNX2
1226,SNX21
1227,SNX27
1228,SNX30
1229,SOD1
1230,SON
1231,SOS1
1232,SPATA22
1233,SPATA5L1
1234,SPG11
1235,SPI1
1236,SPPL2B
1237,SPTA1
1238,SPTB
1239,SRBD1
1240,SRCAP
1241,SRGAP3
1242,SRGN
1243,SSH2
1244,STAB1
1245,STAMBPL1
1246,STARD8
1247,STAT5B
1248,STIM1
1249,STK38L
1250,STK4
1251,STRIP1
1252,STRN
1253,STRN3
1254,STX16
1255,STXBP4
1256,SULT1E1
1257,SUPT6H
1258,SVEP1
1259,SYNE2
1260,SYNJ1
1261,SYNRG
1262,TAB1
1263,TADA2B
1264,TADA3
1265,TAF5
1266,TAMM41
1267,TANGO2
1268,TAOK2
1269,TARBP1
1270,TAFAZZIN
1271,TBC1D1
1272,TBC1D10C
1273,TBC1D17
1274,TBC1D24
1275,TBC1D2B
1276,TBC1D8
1277,TBC1D9B
1278,TBCD
1279,TBCE
1280,TBCEL
1281,TBK1
1282,TBPL1
1283,TCHP
1284,TCIRG1
1285,TEAD1
1286,TECPR2
1287,TELO2
1288,TEP1
1289,TEX2
1290,TF
1291,TFAP2A
1292,TFB1M
1293,TFDP1
1294,TFDP2
1295,TFIP11
1296,TGFB1
1297,TGFBR1
1298,THEMIS2
1299,THG1L
1300,THOC6
1301,TLR1
1302,TLR2
1303,TMCC1
1304,TMCO1
1305,TMCO4
1306,TMEM131
1307,TMEM154
1308,TMEM230
1309,TMEM237
1310,TMEM260
1311,DMAC1
1312,PIP4P2
1313,TMEM68
1314,TNFAIP3
1315,TNFAIP8L2
1316,TNFRSF6B
1317,TNPO1
1318,TOP2B
1319,TPD52L1
1320,TPP2
1321,TPRG1
1322,TPST1
1323,TRAF3IP2
1324,TRAPPC1
1325,TRAPPC10
1326,TRAPPC11
1327,TRAPPC12
1328,TRAPPC2
1329,TRAPPC4
1330,TRAPPC8
1331,TRERF1
1332,TRIM11
1333,TRIM13
1334,TRIM14
1335,TRIM3
1336,TRIM65
1337,TRIO
1338,TRIP11
1339,TRIT1
1340,TRNT1
1341,TRRAP
1342,TSC2
1343,TSPAN33
1344,TSPYL1
1345,GFUS
1346,TTC17
1347,TTC21B
1348,TTC5
1349,TTC7B
1350,TTL
1351,TTR
1352,TUBB1
1353,TUBG1
1354,TUBGCP5
1355,TWF2
1356,TXNDC16
1357,TXNL4A
1358,TYW1
1359,UBA3
1360,UBAC1
1361,UBE2B
1362,UBE2D1
1363,UBE2O
1364,UBE2R2
1365,UBE2V1
1366,UBE3B
1367,UBE3C
1368,UBE4B
1369,UBN2
1370,UBP1
1371,UBQLN2
1372,UBR3
1373,UBR4
1374,UBR5
1375,UBTD2
1376,UBXN2B
1377,UCHL5
1378,UGP2
1379,UGT8
1380,UNC119
1381,UNC119B
1382,UNC13D
1383,UPF2
1384,URB1
1385,URB2
1386,UROD
1387,UROS
1388,USP14
1389,USP15
1390,USP24
1391,USP25
1392,USP4
1393,USP47
1394,USP5
1395,USP6NL
1396,USP9X
1397,UTP14A
1398,UTP20
1399,UXS1
1400,VAMP4
1401,VASN
1402,VCAM1
1403,VCPIP1
1404,VEZT
1405,VNN1
1406,VNN2
1407,DCAF1
1408,VPS13A
1409,VPS16
1410,VPS26A
1411,VPS33A
1412,VPS37A
1413,VPS39
1414,VPS41
1415,VPS4A
1416,VPS53
1417,VPS8
1418,VRK3
1419,VTN
1420,VWA2
1421,VWA8
1422,INTS14
1423,VWF
1424,WAPL
1425,RCC1L
1426,WDFY4
1427,WDR13
1428,WDR26
1429,WDR3
1430,WDR35
1431,WDR44
1432,WDR54
1433,WDR6
1434,WDR7
1435,WDR75
1436,WIPI1
1437,WNT2B
1438,XPO4
1439,XPO7
1440,XPOT
1441,YARS2
1442,YOD1
1443,YPEL5
1444,YTHDC2
1445,YY2
1446,ZAP70
1447,ZBED6
1448,ZBTB14
1449,ZBTB38
1450,TUT4
1451,ZDHHC6
1452,ZFYVE16
1453,ZFYVE26
1454,ZGPAT
1455,ZHX1
1456,ZMYM1
1457,ZNF106
1458,ZNF148
1459,ZNF385A
1460,ZNF579
1461,ZNF629
1462,ZNHIT6
1463,ZSWIM8
1464,ZYG11B
1465,ZZEF1
1466,MIEF1
1467,WIZ
