Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
SCG3	2.773268579731952	0.4279193101910302	0.8851974856767201	22.01295882629563	6.48273786444316e-05	0.0012978046134717	16.80848576893972	0.0007738149674012	0.0106297187652237	13.864904391655765	3	3.897256751843491e-06	5.7106643234881387e-05
40973	29.962741055056384	1.4051874846746736e-06	3.564269207158934e-05				4.554562431288456	0.2074747722274292	0.6636570597252742	17.258651743172422	2	5.344055442140496e-06	7.69713222939237e-05
GSTO1	13.830062732644969	0.0031458334975387	0.0325726258902819	13.753021507656763	0.0032613561511621	0.0374718933298072	13.23816187002438	0.0041488773789805	0.042729638438249	13.607082036775369	3	5.39087350664574e-06	7.755119126044511e-05
ATP5G2	14.917411207051396	0.0018886043241009	0.0210802540855413	13.519527883090896	0.0036377674518739	0.0407599153096021	12.178037923859891	0.0067975084289467	0.0643158647987451	13.538325671334064	3	5.876963187582676e-06	8.413449115395296e-05
METTL18							26.900837301700665	6.1760066912422765e-06	0.0001474667258069	26.900837301700665	1	6.17600669124226e-06	8.809563223635671e-05
CWH43	15.705013712646643	0.0013033303546775	0.0154275696798128	17.08115408232284	0.0006800937866102	0.0103474479912265	7.151982046498879	0.0672081602828707	0.3523642748336529	13.312716613822788	3	7.797104176307576e-06	0.0001096322911829
PGBD3							26.180987238448427	8.740409251129953e-06	0.0002020271763891	26.180987238448427	1	8.740409251129953e-06	0.0001215945169348
SLC25A13	16.769830427944555	0.0007881012950255	0.0100216382184419	2.2121792568644407	0.5295534232510704	0.9348027820799916	20.661003068305256	0.0001237960726725	0.002099349145288	13.214337584371416	3	8.817631629012145e-06	0.0001225246698155
DIEXF	12.821665387381843	0.005038573783259	0.0481653493857302	2.311454569665548	0.5103300679845502	0.9245814493167068	24.170368339051223	2.301542892202521e-05	0.0004716765230902	13.101162765366205	3	1.0155744348586008e-05	0.0001399669894196
AKR1C1				13.720361420374427	0.0033115890134268	0.0379284529319106	19.074699107330467	0.0002638458097798	0.004160708688803	16.397530263852445	2	1.1482085823769632e-05	0.0001560639826046
MAOA	7.058930915598383	0.0700429758654281	0.3407265614397387	20.766610397775107	0.0001177030391276	0.0022152079785825	11.09266766556235	0.0112351960360981	0.0961497249953147	12.972736326311948	3	1.1918411627467658e-05	0.000161068819994
DBT	7.223026530694381	0.0651188699161396	0.3274041556140254	22.697936199653974	4.66813785217886e-05	0.0009666656807362	8.16636108677527	0.0426957791247417	0.2605497696557475	12.695774605707877	3	1.6813642627553655e-05	0.0002211583137606
SMIM1	28.83379545953387	2.42693726465284e-06	5.876129922598844e-05				2.917530443182036	0.4045159127105585	0.8746943828025833	15.875662951357953	2	1.8209632338070595e-05	0.0002379324888372
TBC1D1	30.432683348038783	1.1190840023534154e-06	2.892123292335457e-05				0.9012054617565396	0.8251368936374379	1.0	15.66694440489766	2	2.1886437446443493e-05	0.0002825405270788
PHB2	11.999210573968366	0.0073858652346941	0.0647309651464789	12.96941550529359	0.0047032151502224	0.0502069954071749	12.38561966398172	0.0061724402604095	0.0591759329511237	12.45141524774789	3	2.2750088814770067e-05	0.0002930498913231
MGST3	3.910073104973887	0.2713397730005998	0.7359563630918673	9.61867121972659	0.0221018402680466	0.165523315665464	23.774666132010807	2.783731790344416e-05	0.0005569664159179	12.434470152237097	3	2.323114616881232e-05	0.0002985959820067
RPF2	12.016992540332684	0.0073251773379501	0.0643756189883284	8.411913858082709	0.0382232908828384	0.2389616982787832	16.860588813923847	0.0007549649734181	0.0103990005318173	12.429831737446412	3	2.3364567938079343e-05	0.0002996594532188
WDR75	7.266797437102662	0.0638631128690614	0.3227830923503221	18.84439998695165	0.000294417286396	0.0049830298097997	10.803407491434806	0.0128378392846339	0.1072362086779161	12.30486830516304	3	2.725790321728179e-05	0.0003458419587385
ADD1	14.141340787621496	0.0027189420097954	0.0289336470476344	7.207889664845159	0.0655586766691882	0.3401238738608924	15.242381702294423	0.0016208062366204	0.0199866532759387	12.197204051587027	3	3.112078189266408e-05	0.0003919097400221
PROS1	10.901471579161214	0.0122707629024962	0.0961995704898886	8.233325542307012	0.0414278386389644	0.2530845222686355	17.34372063733934	0.0006005306437712	0.0085390059516012	12.159505919602523	3	3.259715150755029e-05	0.0004096294543855
GPT	3.803025780298557	0.2835343778720534	0.7509744792920576	16.856631357768688	0.000756380560063	0.0112476590690852	15.640779497275922	0.0013434115879362	0.0171077973789521	12.100145545114389	3	3.506302899460901e-05	0.0004392164384123
MYO3A							23.190208935098624	3.685921365620476e-05	0.000717620536645	23.190208935098624	1	3.685921365620476e-05	0.0004597681450259
FAM155A	10.404756369008474	0.0154211059186746	0.1156040371761158	2.15090230866454	0.5416837121224869	0.9419509594584246	23.619476686586506	2.999240818702477e-05	0.000597722717491	12.058378454753171	3	3.690741691788495e-05	0.0004598843045879
BAG2	18.29151055095464	0.0003829654057724	0.0053918829817124	3.697899855550825	0.2959875345534389	0.7750369247165592	14.050228937737304	0.0028375737240632	0.0315341343385471	12.013213114747591	3	3.900958322598941e-05	0.0004855666543656
GALNT10	16.332188665506795	0.0009693159546478	0.0119304253827515	4.947873535700818	0.1756541356978877	0.6053659698086002	14.571619740473936	0.0022218570392744	0.0257959640660721	11.950560647227183	3	4.212232942281693e-05	0.0005210214910301
MAP2K6	16.74504121329492	0.0007974005488209	0.0101264588901925	3.2243587781315	0.3583100022117206	0.836674115019097	15.60336493536304	0.0013673191706586	0.0173903759846088	11.85758830892982	3	4.719769938335194e-05	0.000576562804967
C5orf51	0.5931352288674521	0.8980020921180458	1.0	31.146516920906148	7.917559709130809e-07	2.509658070960016e-05	3.7809499124486585	0.286109764935295	0.7697515971844079	11.84020068740742	3	4.821166344344873e-05	0.0005877349692977
TJP2	12.86295762606628	0.0049425377862945	0.0474840203356636	10.430935009189923	0.0152367987878431	0.1273021327627077	12.148822662371565	0.0068903613884404	0.0649516002761373	11.81423843254259	3	4.97657357451151e-05	0.0006060554327353
LGALS7							22.41251369455976	5.352919450843687e-05	0.0010054351859061	22.41251369455976	1	5.352919450843687e-05	0.0006445852597375
FCGBP							22.283294660606	5.695007456548183e-05	0.0010637685514777	22.283294660606	1	5.695007456548174e-05	0.0006823045914253
RYR2	10.098769739935472	0.0177449477744372	0.1294813997422411	0.4555086542479017	0.9285514109204888	1.0	24.436097052823047	2.025425845881896e-05	0.0004236655219774	11.663458482335471	3	5.9816687523183646e-05	0.0007108867637805
MAP1LC3B2	14.590910744772152	0.0022018177443778	0.0239898051512442	3.1431507253314392	0.3700764007498699	0.8458387565525964	17.07030128031874	0.0006835988418851	0.0095458685175795	11.601454250140776	3	6.450772141719703e-05	0.0007605222390412
KRT10	11.316469252823964	0.0101320983118411	0.0831734234708326	2.3606983011645606	0.500992547664737	0.9255299442671406	20.871494691168795	0.0001119473669059	0.0019144512543166	11.516220748385772	3	7.155225497709153e-05	0.0008377281337664
UBQLN3	21.72334056861212	7.44740515948134e-05	0.0012865895616055				6.774772743413334	0.0794337445068483	0.3901927362383954	14.249056656012726	2	7.568903011386426e-05	0.0008817958434447
RPL22L1	13.722356703282228	0.0033084983062146	0.03399987326901	5.601359297989768	0.1327003439445369	0.5229146050638868	15.018922800725443	0.0018005493215145	0.0217009063464449	11.44754626733248	3	7.77745333271775e-05	0.0009043105767884
SLC39A7	29.788410235308472	1.5289735267961955e-06	3.8578416249794536e-05	3.7430688943278856	0.2905779820378804	0.7697973153180944	0.6451551785342856	0.8860216921523325	1.0	11.392211436056884	3	8.317302113318573e-05	0.0009623492905087
NADKD1	6.945442429833461	0.0736571878958883	0.3529360907275248	15.591258667080226	0.0013751450399176	0.0185413679169498	11.2330594405615	0.010530134555146	0.0919026571002574	11.256586845825062	3	9.80130500452378e-05	0.0011144272276778
METTL13	9.953929040964706	0.0189618425192528	0.1350714309618101	6.7570349213588266	0.0800585961146696	0.3883110564568573	16.906831771129664	0.0007386176370955	0.0102295006264779	11.205931911151064	3	0.0001041994941704	0.0011790995392973
BNIP3L	23.22929635984374	3.617395436500865e-05	0.0006708624264056	8.864548585687661	0.0311470631225422	0.2095901538050395	1.5145646718547725	0.6789129144714898	0.996999469989754	11.20280320579539	3	0.0001045939465075	0.0011824315654413
NUDT4	16.246043598645127	0.0010095859829856	0.0123468244960028	3.0255538347601645	0.3877020335474474	0.8608057131942864	14.31767286309918	0.0025031385757206	0.028505933566474	11.196423432168157	3	0.0001054028335963	0.0011904379248108
PRPS1	4.718693201445466	0.1935933527474376	0.626662074997445	2.9896046313165434	0.393230716125221	0.8624820593131933	25.681396243102903	1.1120475336280055e-05	0.0002513028846082	11.129898025288304	3	0.0001142127319362	0.0012801569243088
DDX52	7.47192977628782	0.0582840995670275	0.3062070940540601	25.62451660953405	1.1429490883305463e-05	0.0002800031546225	0.1701378503647516	0.98225968762421	1.0	11.088861412062208	3	0.0001200040940652	0.0013349467660596
PROM2				20.69365908299792	0.0001218791727384	0.0022819191227474				20.69365908299792	1	0.0001218791727384	0.0013545312195786
GFI1B	18.49068141537333	0.000348369609672	0.005022808748174				8.908377040829713	0.0305341958431588	0.2047206614014172	13.699529228101522	2	0.0001218855399031	0.0013533300557319
H2BFS	17.962332959671617	0.0004477879159328	0.0061953687416515				9.26167399020031	0.0260066984375195	0.1813304510891512	13.612003474935964	2	0.0001314621883513	0.0014514849460831
RCL1	15.199036269280796	0.0016542213729532	0.0189720987127705	3.054102046957739	0.3833586908718335	0.8580158745527224	14.724705327813846	0.002067680280507	0.0243976633564726	10.99261454801746	3	0.0001347434579409	0.0014849407177556
PHB	12.218982745856309	0.0066694536239023	0.0603270956094108	7.857352667715801	0.0490536498665813	0.2831555332154822	12.671529520464984	0.0054035701399985	0.0531639884327941	10.915954978012364	3	0.000147743472151	0.0016206554343094
MGST1	12.601924764163927	0.0055815431578496	0.0522105715097198	5.709403847662819	0.1266368093108879	0.5095791875778323	14.34896321400408	0.0024666583772852	0.0281856088167447	10.886763941943608	3	0.0001530111453335	0.0016722336354611
TRAF3IP2	4.72553927284573	0.1930335623723167	0.6256949952757853	2.6499356349045184	0.4488023600269731	0.8954982484580162	25.098328516159363	1.4726545589439574e-05	0.000320626983973	10.824601141303203	3	0.0001648510254128	0.0017916942789582
PRSS1	12.474423333862026	0.0059227154165732	0.0548137021371662	9.336324015455348	0.0251378867701878	0.1824011121366941	10.543767089752292	0.0144669200857364	0.1168899432944902	10.784838146356556	3	0.0001728915853572	0.0018739165873962
NUSAP1	0.5484572330017077	0.9081236445229766	1.0	28.700667963482672	2.588364337689095e-06	7.19465733403042e-05	3.017259080716584	0.3889718125765075	0.8637750889503316	10.755461425733657	3	0.0001790780421699	0.0019356470280256
CFB	13.88065275273479	0.0030721888937678	0.0319134854966909				12.530808459318964	0.005769367279385	0.0560547738354075	13.205730606026876	2	0.0001865812425649	0.0020094018154195
E2F4	15.46966599069895	0.0014562543342595	0.0169243230992487	1.9973360154744035	0.5729598085259924	0.95299897266222	14.678441399578851	0.0021131201113798	0.0247320555001262	10.715147801917402	3	0.0001879227371139	0.0020201694239747
APOBEC3C	11.45817491074693	0.0094896226644532	0.0791186974841549	10.615357743632824	0.0139984346935563	0.1197238905684397	9.952009489797074	0.0189785083239602	0.1431731879819474	10.675180714725608	3	0.0001971142638753	0.0021113008789188
C17orf109							19.677823351718395	0.0001979404849773	0.003226971771192	19.677823351718395	1	0.0001979404849773	0.002116316668044
ABHD11	8.872160162723976	0.0310397710219722	0.1952817090279986	5.648207884111346	0.1300380297340453	0.5177877911228352	17.402270531739678	0.0005840911231287	0.0083286458176841	10.640879526191666	3	0.0002053535189429	0.0021876624878381
PGRMC2	12.083403334318284	0.0071028488589727	0.062940956432376	9.484973239036965	0.023491758433631	0.1735940063393165	10.328424921500185	0.0159711227879807	0.1253423620973002	10.632267164951813	3	0.0002074747543668	0.0022023240308684
HBS1L	11.629144452241068	0.0087677924664646	0.0741319172561402	8.674890515034598	0.0339407474530921	0.2240089331904085	11.452621217462	0.0095140282414697	0.0847141793462089	10.585552061579222	3	0.0002193608119577	0.0023077772254448
HIST1H2BD	12.494936249379812	0.0058664665239719	0.0545035668913209	8.981677919884923	0.029535483036467	0.2027093408400259	9.888075931442753	0.0195418869730405	0.1464412018616306	10.45489670023583	3	0.0002562652945846	0.0026628621339749
HIST1H1B	9.329176579994984	0.0252198245765206	0.1676890971148959	15.12526425185414	0.0017126713431012	0.0222616471161741	6.794686943175202	0.0787378313216399	0.3880924071569047	10.41637592500811	3	0.0002682631703803	0.0027777688176424
PNPO	5.67007995265925	0.1288125415246118	0.4958067636041665	11.831704640912047	0.0079824767153588	0.0751163531535131	13.686156166205729	0.0033650201571736	0.0361266851232513	10.39598025325901	3	0.0002748369506389	0.0028334323812598
C22orf25	16.152971245131543	0.0010549631653047	0.0128525880926829	3.0946780316333395	0.3772567904499863	0.8522772193129261	11.893514990765702	0.0077569787408546	0.0716529678580406	10.38038808917686	3	0.0002799687629716	0.0028788092366431
AMMECR1	15.224749847072626	0.0016343171061717	0.018788767882464	6.60266716772377	0.0857003212004233	0.4053378411750388	8.935067755074279	0.0301667700240296	0.2027944088467972	10.254161589956892	3	0.0003251200431626	0.0032831293854812
NUP37	6.173001723728477	0.1034900626815634	0.4371201414056522	19.20695669053855	0.0002477392167561	0.0043142441433661	5.308529332863666	0.1505498921218619	0.5666048728036173	10.229495915710231	3	0.0003347414930887	0.0033745252819904
IQSEC1	3.865695913862901	0.2763365146536887	0.7413303028818041	10.54067112876413	0.0144875243829655	0.1226010991987022	16.25762206044005	0.0010040782614308	0.0133402733841553	10.22132970102236	3	0.0003379879617952	0.0034043506373333
CMBL	3.543160711824292	0.3152073138669452	0.7897067481986597	10.462833841705429	0.015015147734525	0.1258868592545384	16.587070429944642	0.0008592753973007	0.0116456547821592	10.197688327824787	3	0.0003475614272088	0.003485932041344
PYCR1	10.234060703459969	0.0166778125091517	0.1229107350789755	8.499342399954045	0.0367440263785839	0.2347914046313229	11.394114736449096	0.0097749263577679	0.0863537124311017	10.042505946621036	3	0.0004173311670596	0.0040953867638837
AMPH							17.683884238755272	0.0005110609130369	0.0074019752268763	17.683884238755272	1	0.0005110609130369	0.0048973219583974
AFG3L2	10.08881188065296	0.01782609332864	0.1294822597234852	6.631969084194626	0.0846007652156557	0.4009244132547829	12.73325833441061	0.0052504383324133	0.0518084187888423	9.818013099752733	3	0.0005430827452675	0.0051789947280558
SH2B1							17.461023948052503	0.0005680441888361	0.0081341999544234	17.461023948052503	1	0.0005680441888361	0.0054039602035299
RIOK2	5.323387868928279	0.1495919666356897	0.54042493447739	7.265064809509835	0.0639123716935716	0.3356792952248853	16.50648892327363	0.0008926518636609	0.0120016035427675	9.698313867237248	3	0.0006245718236084	0.005866212719754
DIMT1	11.236525505079523	0.010513291336292	0.0852804038344909	11.209021094258148	0.0106476825990332	0.0945341549670921	6.578510308270778	0.0866171458088482	0.4109240788044893	9.674685635869483	3	0.0006420141461819	0.006010940046399
PNO1	9.832917623734351	0.0200411179872061	0.1416022396914757	3.049918805751745	0.3839925319102061	0.8578405032813168	15.925004276799632	0.0011748449994788	0.0152293607870984	9.602613568761909	3	0.0006982080885318	0.0064857114272501
TRAP1	5.960806701788467	0.1135327123053613	0.4618377792039899	8.924328484372863	0.0303140841295825	0.2060958476053559	13.778690485673788	0.0032224063596012	0.0347429627099073	9.554608557278373	3	0.000738272343864	0.0068363903415755
ALDH6A1	6.8909378389700064	0.0754564016808396	0.3588670532320886	14.086172347565546	0.0027901732541855	0.0332200693706743	7.640187311325626	0.0540637647643801	0.3080143806835028	9.539099165953726	3	0.0007516894428873	0.0069497479766559
PDZD3							16.706660144580074	0.0008120140659468	0.011064374702081	16.706660144580074	1	0.0008120140659468	0.0074782448051571
PDE4DIP	2.1045548614059366	0.5509918336248105	0.9610532473703264	1.833096872230032	0.6077593059447781	0.9651233803697894	24.27380760432372	2.189860159353084e-05	0.0004515304328572	9.403819779319896	3	0.0008792638392879	0.0080287991502547
TMBIM1	4.240428152443828	0.23664530140148	0.6921766778027426	18.11659170065329	0.0004161543938429	0.0067433807271366	5.6927790605942175	0.127552333144808	0.5163293965445965	9.349932971230446	3	0.0009357612641142	0.0084662409702757
TMEM248				15.921414384760078	0.0011768371668999	0.0162619545032233	6.462195670609892	0.0911653957231195	0.4241537069397345	11.191805027684984	2	0.0010315228589842	0.0092267456940154
PFKFB2	11.020824464039825	0.0116138011223935	0.0921034947572448	3.796292771782965	0.2843176381659453	0.7638526286339357	12.962039023868124	0.0047194215319541	0.0474944568484128	9.259718753230304	3	0.001038361539261	0.0092529202726162
PARVB	14.11550407144143	0.0027520741006573	0.0292213582249199	1.3448268961684149	0.7185169989065623	0.993632290680774	12.09145193283384	0.0070763610549029	0.0665191080035627	9.183927633481227	3	0.0011329611455689	0.0099830592744802
ERI1	9.508984826478972	0.0232359688152341	0.1582290262787392	7.0119237920362085	0.0715186902071548	0.3632224695201038	10.966113458015514	0.0119105312587123	0.100737024614205	9.162340692176898	3	0.0011614069033167	0.0102184796366967
VWA5B1							15.734275644757895	0.0012854671110575	0.0164526789283776	15.734275644757895	1	0.0012854671110575	0.011144170519249
NUDT19	8.345834498569932	0.0393797600859181	0.2326390263116346	13.072619176068493	0.0044821653242845	0.0482032869026856	5.69556159152438	0.1273986621371269	0.5165334623453238	9.038005088720936	3	0.0013392919771904	0.0115095404289802
SH3GLB2	17.34976126095219	0.0005988135105239	0.0079301435620222	3.3623141286007847	0.3390634205223545	0.8231143231827532	6.394978774808387	0.0938975794195299	0.4328866548466854	9.035684721453784	3	0.0013428516029942	0.0115317503307239
HSPA6	15.368370651813624	0.0015274364356373	0.0176234182248986							15.368370651813624	1	0.0015274364356373	0.0129476242662448
SLC39A8	6.105418841681463	0.106592505866465	0.4431955534465164				15.2841144946693	0.0015892674055877	0.0197178225663849	10.69476666817538	2	0.0015611291934203	0.0132048302662344
QIL1	6.634883282649799	0.0844921556762394	0.3841208101582661	11.850178785347095	0.0079144090318148	0.0745729257795646	8.20868450874024	0.0418900758687866	0.2574955240410416	8.897915525579045	3	0.001571521979332	0.0132737481468584
APRT	13.345889464930758	0.0039452902967097	0.039734709416862	6.712422113792622	0.081651201144699	0.3941838548248096	6.548847478926786	0.0877558586422693	0.4136128086100253	8.869053019216722	3	0.0016240133131878	0.0136391743099756
ACY1	8.752165983901419	0.0327740706151507	0.2033901547301395	7.899879476453805	0.0481268540625325	0.2795922623070121	9.82125581646788	0.0201482610447016	0.1496559022865442	8.824433758941035	3	0.0017085286169094	0.0142176994334655
C7orf41	13.224435070949385	0.004175554646099	0.0416166506723471				7.883359440784855	0.0484848364200808	0.2850525458286288	10.55389725586712	2	0.0017545625888874	0.0145393851531843
PPARA	1.989338610709508	0.5746224620971707	0.971689623736803	19.104158875857337	0.0002601702581118	0.0044874712538769				10.546748743283423	2	0.0017649802621382	0.0145950290907589
GNL3	9.299608391141431	0.0255615839911824	0.1689072827756423	8.535638338741844	0.0361464700230017	0.2322049234277635	8.466480726614435	0.0372933585501528	0.2353852630684207	8.767242485499237	3	0.0018231220541239	0.0149193206159277
GDPD1	7.8282975873961105	0.0496968162801957	0.2765485052202651	3.4492726096250097	0.3274011343192913	0.810040396345607	14.795721219199573	0.0019998080759911	0.0237073266526164	8.691097138740231	3	0.0019873290148115	0.016062997676108
RNF123	12.655516849049125	0.0054440093797041	0.0513246430015762	4.027382534128427	0.2585224515478846	0.7303916174106968	9.23932114311693	0.0262725303897992	0.1823050703675992	8.640740175431494	3	0.0021037118912239	0.0168997235826922
NDUFB7	2.8293538788543766	0.4186905143266063	0.8799659472519731	6.012401396433952	0.1110084265804407	0.4727506770164084	16.99402103120254	0.0007087462590383	0.0098698034752472	8.611925435496955	3	0.002173252266316	0.0174346730320133
ECSIT	17.873172767073633	0.0004671505337206	0.006398627596162	1.3411462208768827	0.7193864547182989	0.9929346654410136	6.444233592829865	0.0918879290987007	0.4265352563939688	8.552850860260127	3	0.002322855905452	0.0184471263142851
BYSL	5.059506055759131	0.1674913172206874	0.5774565801912804	11.003943012968008	0.0117045733111915	0.1027812288213624	9.389835665207531	0.0245326701377773	0.1742938613858653	8.48442824464489	3	0.002508619714959	0.0197631100129185
RP9	20.09029826975265	0.0001625830059118	0.0026155131890654	4.625130618268969	0.2013968205846576	0.6454522493859516	0.6366365667624696	0.887996397777917	1.0	8.45068848492803	3	0.0026054396090398	0.0204441429176486
WRN	5.88781903608646	0.1171974729585892	0.4699662780121094	14.725684493341692	0.0020667291036746	0.0260667560772371	4.678314036727176	0.1969259588426033	0.6454122393404067	8.430605855385108	3	0.0026647759288763	0.0208681956019622
DPCD	5.791021528603938	0.1222321513126524	0.4824873885490783				14.162682694857295	0.0026918722850753	0.0301465874049807	9.976852111730617	2	0.0028224307906011	0.0218138850319339
GBAS	17.246066507953405	0.0006289791331993	0.0082611670261848	2.430383451000528	0.4880038142517015	0.9184384285408974	5.455520813136708	0.1413233018267007	0.5498682197131122	8.37732359069688	3	0.0028286115641675	0.0218473754058013
SNAPC3							13.933876057103197	0.0029965544588011	0.0328323780745698	13.933876057103197	1	0.0029965544588011	0.0228608106292407
ATPBD4	16.52594390210414	0.0008844776349577	0.0110854530248041	1.812693153640264	0.6121766664805304	0.966827091052184	6.626213929406481	0.084815649795736	0.4054172042172007	8.321616995050293	3	0.003010308970591	0.0229066303585835
CALCOCO1	11.74977450501935	0.0082913801197525	0.0709168176522638	8.167625503624356	0.0426714911454345	0.2574180855659895	5.024876499187682	0.1699846014513765	0.6059591919344142	8.31409216927713	3	0.0030357015088931	0.0230553438295834
CLCN7	1.2993794516946715	0.7292804368988939	1.0	3.624301494477403	0.3049948510683646	0.7849707224612076	19.91657289795735	0.0001766356258035	0.0029077383343664	8.280084614709809	3	0.0031530656788659	0.0237484086959168
HSD17B10	7.665815863646468	0.0534475614827653	0.2898502372719198	8.436576587188059	0.0378002160894099	0.2379635554687855	8.583306242167398	0.035376096129341	0.2266756944388915	8.228566231000642	3	0.0033392552521109	0.0249915780735519
OTUD7B	3.168771426347688	0.3663287471412577	0.8398756641775177				16.211379474591602	0.0010262552739552	0.0134932576539264	9.690075450469646	2	0.0035675417100645	0.0264656089846384
NFE2L1							13.496239107997829	0.0036775921791551	0.0387429169841488	13.496239107997829	1	0.0036775921791551	0.0271119248868515
LRRC72	11.075736274036792	0.0113233114955616	0.0902476397501622				8.197526189964151	0.0421010439235389	0.2583217992011568	9.636631232000472	2	0.0037261832145096	0.0273677742307932
OSBPL6	11.963127092842075	0.0075105447770064	0.065703561425126	11.967024472483356	0.0074969786034883	0.0713842745288676	0.2843645086318445	0.9629417623075596	1.0	8.071505357985759	3	0.003974743159398	0.0289952732016546
ANAPC7	4.3884751243722855	0.2224563929649272	0.6724186304374913	10.360809220834902	0.0157354548469618	0.1298175024874351	9.428810871966762	0.0241008782934884	0.1725581979089655	8.059365072391316	3	0.0040284506074036	0.029260705425398
FAM71E2	13.255730302922451	0.0041149801374216	0.0410555978747127							13.255730302922451	1	0.0041149801374216	0.0297430563111315
MPDZ	13.078242326933918	0.0044704211033629	0.0436925561050401				5.762200929339174	0.1237705779690986	0.5079259551516637	9.420221628136543	2	0.0044417597742976	0.0317172761661047
PPAN	2.8362221437942656	0.4175717668248994	0.8787704346613555	8.056841530938685	0.0448514539579141	0.2656897194703653	12.922604106907183	0.004807003273359	0.0481842585539477	7.938555927213378	3	0.0046024489845528	0.0327460645260753
JUP	13.0322577957029	0.0045673628723776	0.0442789435999567	4.690059019603551	0.195951144988946	0.6364669325101633	5.989994478668848	0.1120980314576011	0.4821072516893602	7.904103764658434	3	0.0047800781730796	0.033846960716567
GARNL3				12.812293140684918	0.0050606271686353	0.0528513765140568				12.812293140684918	1	0.0050606271686353	0.0356839095224284
NSA2	5.416249425163577	0.1437345292243241	0.5292345108305758	16.139511644418018	0.0010616908696376	0.0148410830074882	1.90682565445898	0.5919687377623735	0.9786236938449168	7.820862241346859	3	0.0052369016192311	0.0367733738998861
GOLIM4	11.789974724789056	0.008138364900782	0.069982639164752	0.4724025730775957	0.9249112403771196	1.0	11.19445661632629	0.0107195317770343	0.0928353633111172	7.8189446380643135	3	0.0052479048125798	0.036806924323106
CEACAM1				14.299327482733808	0.0025247749163755	0.0306150139608159	4.096630625651062	0.2512170454711515	0.7270787216552139	9.197979054192436	2	0.0053152377607029	0.0372350038627439
NDUFC1	2.2000726938097537	0.5319340529387266	0.9515268096224836	10.5652538857758	0.0143247135303446	0.121793770216236	10.405343146217946	0.0154169508563892	0.1222249103133001	7.723556575267833	3	0.0058241848715798	0.0402518913538464
FRRS1	6.712303113148269	0.0816554898485908	0.3778536856507187	6.264883825967464	0.0994106473319021	0.4451305751348553	10.071061224355038	0.0179716473126648	0.137420662683851	7.68274938782359	3	0.0060888634691583	0.0417638112081191
EPPK1	10.815105884047192	0.0127688575030879	0.0995348014143145	4.706398429306507	0.1946024717491133	0.6349399834450755	7.513490709102575	0.0572128292932674	0.3193068818991399	7.678331674152091	3	0.006118200153911	0.0419164060370786
GOT2	7.618316355986225	0.0545950764504805	0.2935824974802061	5.190937996082528	0.1583378805875165	0.5741635037661728	10.130444513544631	0.0174892407487621	0.1343407233235722	7.646566288537794	3	0.0063331746540884	0.0430648592780885
IKBKE	12.306965636156988	0.0064022980368886	0.058240259561374							12.306965636156988	1	0.0064022980368886	0.0433852001640161
CSHL1							12.204924803566518	0.0067131487574084	0.0636962680599837	12.204924803566518	1	0.0067131487574084	0.0452582577288223
GDF15	12.10485753618238	0.0070324599197262	0.0624904779521175	1.435505107094527	0.6972336458984607	0.9897677389330536	9.1407354560625	0.027477086254676	0.1894945648789782	7.560366033113136	3	0.00695366884627	0.0466404617737628
SLC22A31	12.09831621737959	0.007053847935803	0.0625645643001663							12.09831621737959	1	0.007053847935803	0.047285573605936
ATRN	19.95033394774956	0.0001738131677666	0.0027637158417026	1.7678767938537712	0.621950127493041	0.9720660837785916	0.8495015983380654	0.8375938766924975	1.0	7.522570779980465	3	0.0072437358660941	0.0484212417278478
RRP1	6.345329966273341	0.0959660045447416	0.4182372961704469	4.038674226203368	0.2573181811776116	0.7298424236148349	12.13734754888782	0.0069271738315233	0.0652378677863651	7.50711724712151	3	0.0073656447941644	0.0490973786307749
