Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
SYNRG	2.134154840781564	0.54503396948408	0.9571036079511648	3.555914100110271	0.3135823281980697	0.7943426168550471	1.5990924109726528	0.6595956269525598	0.99386011717037	2.429720450621496	3	0.6070413317901311	0.9933938207055494
DCLK2							1.836151389514808	0.6070997636984685	0.9787066891215438	1.836151389514808	1	0.6070997636984685	0.9933519725659874
GTPBP1	2.8279332342719177	0.4189222284337596	0.8800671179278894	1.7546189817356137	0.6248597837499834	0.9732460468019676	2.704083334008703	0.4395338204785529	0.8993210182952446	2.428878516672078	3	0.6073035610136415	0.9935479536505687
CHCHD3	1.696096041635093	0.6378020835512643	0.9920905868088128	1.1947496788872596	0.7542638290879102	1.0	4.39392760232351	0.2219491004365069	0.6875803833596073	2.428257774281954	3	0.6074969061385829	0.9937267831081398
RCN3	1.0539446831485473	0.7882020048662842	1.0				3.459378101940432	0.3260689874832475	0.8140869122763004	2.2566613925444896	2	0.6075627248993087	0.9936969878194087
RMI2	1.3383078026480646	0.7200572292233387	1.0				3.1722567308561818	0.3658214676937709	0.8473064605197292	2.2552822667521233	2	0.6079304176771576	0.9941608614344334
EGFLAM	2.6477666224533203	0.449176910348427	0.902495435125884				1.862623229914583	0.6014031390935193	0.9784035642267056	2.2551949261839517	2	0.6079537057381708	0.9940614726706125
MAGT1	1.566215508463682	0.6670742520292894	1.0	2.3291388535623536	0.5069616714663232	0.9266090034615878	3.383387022890694	0.336204327737498	0.8217606504139134	2.4262471283055764	3	0.6081232182059231	0.994201168987286
SLC26A6	3.365058404882178	0.3386898862480351	0.813059246205849				1.1435263983805632	0.766578367239266	1.0	2.2542924016313703	2	0.6081943639265901	0.994180032268721
KLHL2							1.8289519704427788	0.6086550201197234	0.9787203658977256	1.8289519704427788	1	0.6086550201197234	0.9947955235543509
MVK	5.036206567474609	0.1691650389577992	0.5813456607625014	0.0992584953430357	0.9919262584768448	1.0	2.137114063258044	0.5444409021460515	0.9585947292741956	2.42419304202523	3	0.6087631365296982	0.99483472767602
CCDC81	0.4683260830026606	0.9257928467962228	1.0	4.0344829428906	0.2577645891300941	0.7302487987625206				2.2514045129466305	2	0.6089645837645232	0.9950264202038811
FAM65C	4.425427956086348	0.219039175515246	0.6688368200127958	1.0438587837882447	0.7906410798096343	1.0	1.8012844715439076	0.6146554602624692	0.9825946438808209	2.4235237371395	3	0.6089716639974367	0.9949005148894293
DNAJC10	3.819155447778951	0.2816658792410171	0.7487142917002695	1.6569953666850226	0.6465366418788236	0.982447500180458	1.7939595403915358	0.6162502889517585	0.9837461250942294	2.42337011828517	3	0.6090195263222149	0.9948412624340643
HSPA9	2.86104683491666	0.4135488629953222	0.8764603223693964	2.3980024028412776	0.4940065831220425	0.9222902547721522	2.010164471110918	0.5702997131050758	0.9702090901488468	2.4230712362896183	3	0.6091126487939701	0.9948559491697093
BBS4	2.483579687463129	0.4782659119229761	0.9167560102993793				2.0162202610805444	0.5690469634266606	0.969870615779716	2.2498999742718366	2	0.6093659531893347	0.9951322188183791
BZW2	2.8246541159188223	0.4194574750562854	0.8806127153141372	3.4929260076034265	0.3216807535193841	0.8055394337091438	0.948485565937004	0.8137141125759709	1.0	2.4220218964864175	3	0.6094396031346032	0.9951150658749908
MED15	5.08280372036648	0.1658332963554138	0.5750486963673448	0.8539331984099262	0.8365280905710599	1.0	1.3251109470991649	0.723179045935421	1.0	2.4206159552918574	3	0.6098776971932771	0.9956929130623364
RSL24D1	4.096683076603702	0.2512115841148906	0.712187069335769	1.6850100773512733	0.6402715248958997	0.9805556919734408	1.477839931682343	0.6873942252043632	0.9994512618079812	2.419844361879106	3	0.6101181414196389	0.99594796000652
WARS2	1.1063296423280249	0.7755463066966511	1.0				3.3856151196529822	0.3359032654348834	0.8216198741876686	2.2459723809905037	2	0.6104140419930812	0.9962934501819442
PSMD3	2.4548766372562585	0.4835011054596932	0.9212656198623884	2.4274080480740974	0.4885530164650123	0.9189934018721092	2.374365086088496	0.498424392073842	0.9365346223748288	2.4188832571396173	3	0.6104176551410865	0.9961618509582317
CLP1	0.508566452850692	0.9170054087612812	1.0	2.348238404945674	0.5033427464192639	0.9246715882999544	4.399460561862959	0.2214354108477309	0.6868296873230477	2.4187551398864415	3	0.6104575820979178	0.9960895416459056
STAT5B	2.578821533175897	0.4612145085901116	0.9085935295586582	2.884151040158228	0.4098338348812084	0.8711379778489685	1.7930737898787503	0.6164433154755387	0.9835889875294488	2.4186821210709586	3	0.6104803380855515	0.9959892381155693
ZC3H15	1.2131221455013357	0.7498588303083655	1.0	2.64037743618934	0.4504547913098368	0.896320698457101	3.401417068658134	0.3337748647638255	0.8205771565976128	2.41830555011627	3	0.610597696136046	0.9960432827712433
KRT72	2.2477653274943354	0.5226014683884279	0.945237290871203	2.241431383084672	0.523833850192192	0.9308451525298675				2.2445983552895035	2	0.6107808112236088	0.9962045645129897
KDM5B	2.9518181290700585	0.399113685497265	0.8663577125985458				1.537060305463042	0.6737436207294083	0.9978028695530324	2.2444392172665504	2	0.610823293553642	0.9961364565262469
MCM4	2.612989706512588	0.4552168331263807	0.9057105200281674	1.8959580606916464	0.5942791905869758	0.958245361528798	2.743342018048083	0.4329119501862862	0.8946316766046054	2.417429928417439	3	0.6108705919579895	0.9960762203396616
GNG7	1.818416508543784	0.6109355211280514	0.9841481479461957							1.818416508543784	1	0.6109355211280514	0.996044745255647
ARHGEF28	0.911843262001527	0.8225688574922793	1.0				3.57335200775492	0.3113724816522383	0.7976556184836187	2.2425976348782237	2	0.6113149624585963	0.9965259761611388
FAM46A	2.955358575664063	0.3985593412474295	0.8661348512874782				1.5288395495157008	0.6756303506435306	0.9969511251880344	2.242099062589882	2	0.6114480890420229	0.9966056034351373
NCAPG2	1.068341183329077	0.7847216140543914	1.0	2.392454104237657	0.4950408345687475	0.923028924517115	3.785933817674197	0.2855265086113023	0.7696140503676316	2.4155763684136438	3	0.6114483125263616	0.9964686184708138
C20orf43	0.914237702478449	0.8219906351821203	1.0	3.316028826584446	0.3454179540124005	0.8274231202013982	3.015024365828696	0.3893145102940707	0.8635889794516152	2.4150969649638636	3	0.6115977427155017	0.9965747977967214
SLC12A7	1.0364876032378134	0.7924239870570794	1.0	2.2503923207472205	0.5220909750286467	0.9314123615235816	3.956972446963357	0.2661479691059416	0.7439210489311299	2.4146174569827967	3	0.6117472091262524	0.9966810068776432
DARS	3.851336093252104	0.2779710846226987	0.7438422437517263	0.8647952641029146	0.8339141174075466	1.0	2.5272192111380862	0.4703920400475015	0.9213095402284592	2.414450189497702	3	0.6117993485699706	0.9966286398732475
CNGA2				1.8143320664454687	0.6118210949840517	0.9666880309247358				1.8143320664454687	1	0.6118210949840517	0.9965267834967508
SNX5	3.270724285062772	0.3517381079771926	0.8239591935708095	1.9439651203394783	0.5841180182427046	0.9561542282763366	2.027119486381916	0.5667970766940038	0.9689722398598606	2.413936297261389	3	0.6119595381882086	0.996615003315737
NUP88	3.2281120037254745	0.3577740887518545	0.8315970819279469	0.8918322498350905	0.8273984146975379	1.0	3.121817391465002	0.373222000738594	0.8533196782921242	2.4139205483418555	3	0.6119644474799981	0.9964857603209829
CDAN1	5.162770154628865	0.160259020897165	0.564083514082973	1.810537975578412	0.6126444435351059	0.9667208282594348	0.26579738580483	0.96632725177462	1.0	2.4130351720040357	3	0.6122404453671809	0.996797916352322
NMT1	1.0982634735419248	0.7774933044872755	1.0	4.641698116983796	0.1999940550604041	0.6426665344248736	1.4985885259275935	0.682596136120746	0.997201050806123	2.4128500388177714	3	0.6122981583700551	0.9967546424457463
CADM2	4.379253468886569	0.223316799425137	0.6726866078819396				0.0970314416214098	0.9921912671610252	1.0	2.2381424552539895	2	0.6125048180357038	0.9969538160044319
MYOT							1.8106095270539928	0.6126289098078441	0.981524779695302	1.8106095270539928	1	0.6126289098078441	0.9970185602088848
MTHFD1	2.223957331938558	0.5272449525612231	0.9475585014352402	1.871645579253284	0.5994695050709351	0.9616794923746168	3.139003951378609	0.3706860548308295	0.8517534314814612	2.411535620856817	3	0.612707927185178	0.9970099406859404
ZC3H12A	1.8100119242706727	0.6127586561908265	0.9850989261498396							1.8100119242706727	1	0.6127586561908265	0.9969552984942932
NUDT15	0.8051386917180224	0.8482375353792575	1.0				3.668192922936615	0.299594231396807	0.7851648974013136	2.2366658073273187	2	0.6128993148970479	0.9970469663856915
TUSC2	1.6973003761829282	0.6375341505720893	0.9921567011337756	1.9293377133272207	0.587201662989717	0.9562204638185408	3.6050194726584697	0.3073946975626977	0.7934890153301255	2.410552520722873	3	0.613014425065382	0.9970970531496757
MTRF1	3.4392074351290978	0.3287327258194493	0.8015995358995116				1.0321849074945109	0.7934648131136587	1.0	2.235696171311804	2	0.6131583935163203	0.9971940590469657
CYTH1	2.9717148670657205	0.3960067781002636	0.8652946646365834				1.4995680985344846	0.682370016558836	0.9970145832936436	2.2356414828001023	2	0.6131730066183492	0.9970806935178739
EMC9							1.807730786882851	0.6132540766248593	0.9817495685879308	1.807730786882851	1	0.6132540766248593	0.9970754098843616
YS059	2.042697712598845	0.563592095458193	0.966935852420713				2.4270932098004105	0.4886111576825647	0.932196242415582	2.2348954611996277	2	0.6133723565195783	0.9971306180703895
AP3B2							1.806775395715492	0.613461644792582	0.981771370831505	1.806775395715492	1	0.613461644792582	0.9971386872401763
FOXD1				2.884294469270698	0.4098108596038549	0.87134541993441	1.5844684960200135	0.6629165892000848	0.9932466403820718	2.2343814826453556	2	0.613509709594463	0.9970797575528485
GRPEL1	2.941231564284469	0.400775147994762	0.8678030982325605	0.9830967054601226	0.8053419611125843	1.0	3.302385045621388	0.3473108287178846	0.8336118610573409	2.4089044384553264	3	0.6135282746198113	0.9969729074315334
DDX42	3.453468740191082	0.3268474027698528	0.7986271401012612	1.65055402377737	0.6479821213777448	0.982784216410695	2.121667125974356	0.5475418084921455	0.9595487743075092	2.4085632966476025	3	0.6136346429849079	0.9970087459874328
RGCC	2.140124764783171	0.5438379966965436	0.9571069589439172	2.3696364641233187	0.4993118109216509	0.9252631942386592	2.7143798596046653	0.4377891165895831	0.898474967839639	2.4080470295037184	3	0.6137956188400233	0.9971332865480528
RDH12	1.8042973757928944	0.6140002254173917	0.9852776838999084							1.8042973757928944	1	0.6140002254173917	0.9973286628517386
BCL7B	0.6392742628838435	0.887385456332837	1.0				3.825609295421791	0.2809213596495414	0.7637077994339306	2.2324417791528175	2	0.6140281329101773	0.997237010254477
CSPP1	0.4304414118750124	0.9338846488870524	1.0	5.75430551725296	0.1241952382307883	0.5039634961784992	1.0369361280798628	0.7923154928676759	1.0	2.407227685735945	3	0.6140511041234644	0.9971373669678614
CEP44	4.323192690774956	0.2286137473945654	0.6805180409869894	0.7845326340811997	0.8531629333148896	1.0	2.1083646330365764	0.5502223955770404	0.9602571165009408	2.4053633192975776	3	0.6146324809557611	0.9979444030347212
AQR	2.254688651992951	0.5212568883833042	0.9447657931605145	2.0396705224700487	0.5642138992213694	0.9498192056074628	2.9196942957609715	0.404173178603422	0.8745136268820357	2.4046844900746573	3	0.6148441765954182	0.9981510692258128
HPCAL1	2.9290989311960534	0.4026864024367272	0.8693891525699935	1.019093538974876	0.7966320184724361	1.0	3.264614559494745	0.3525980822848455	0.8375652240853535	2.404269009888558	3	0.6149737489315932	0.9982243762685091
TRAF7	1.993068486133743	0.5738466119469057	0.9714055994609696	3.0114782203075654	0.3898588438447484	0.8616238117633018	2.2072412174668554	0.5305234859086809	0.9514649727793596	2.403929307969388	3	0.6150796907034042	0.9982593113598346
DENND5B				1.7992848561425667	0.6150905714746557	0.9678335641296184				1.7992848561425667	1	0.6150905714746557	0.9981399763534793
UBR7	2.0305719588730877	0.5660856886838981	0.9680095564653496	1.8827181343203605	0.5971020266236282	0.9600125353523828	3.2963127039379976	0.3481561775016204	0.8324830281120467	2.4032009323771484	3	0.6153068522485883	0.9983539418001587
VPS8	1.785768762655628	0.6180366985738543	0.9882814986534548	5.023599077831539	0.170077237487117	0.5992921478885398	0.398640315785045	0.9405232303703256	1.0	2.402669385424071	3	0.6154726325804916	0.9984859212874624
HARBI1							1.797101567433142	0.615565870263808	0.9829635442509136	1.797101567433142	1	0.615565870263808	0.9985001942207861
MTHFS	3.824782962926791	0.2810165868390171	0.7478176615632796	0.1898444638991486	0.9792118555758088	1.0	3.1864447693583946	0.363762665370208	0.8458275664235154	2.4003573987281115	3	0.6161937453870303	0.99938157169135
TREX1	2.552611473944252	0.4658579968877909	0.9104456734937096	0.4146776635145119	0.9371940193225142	1.0	4.233411123827958	0.2373380140576602	0.7111009335068812	2.4002334204289073	3	0.616232416434963	0.9993072304365657
GMPPB	0.2018632902640475	0.9772879399395672	1.0	2.928629478083343	0.4027605090772789	0.8657793572580293	4.06705554690084	0.2543137869041333	0.7291624974844082	2.3991827717494103	3	0.6165601405519394	0.9997015853594795
ADAT1	3.4733265362696297	0.3242380929168786	0.8002045907045128				0.9708733033561884	0.8082992591789181	1.0	2.222099919812909	2	0.6167939438958945	0.9999435682161986
ANKRD13D							1.790893523446763	0.6169186094847394	0.9837272015157508	1.790893523446763	1	0.6169186094847394	1.0
DFNA5				4.0891992595958975	0.2519919175381269	0.7226768206539854	0.3534931407880139	0.9496729157158764	1.0	2.2213462001919555	2	0.616995630754448	0.9999963450755684
COQ7	0.8422782807001263	0.8393301592011976	1.0	0.1349473366711642	0.9873365761782794	1.0	6.214354002623582	0.1016346146376367	0.4540815704287003	2.3971932066649577	3	0.6171807753002861	1.0
NUP98	0.2748600478529425	0.9646851376173736	1.0	6.702759698638296	0.0820001360945177	0.3950766557033863	0.2125240367035743	0.9755426083284366	1.0	2.396714594398271	3	0.6173300833912073	1.0
TMEM131	2.3290009086854733	0.5069878807893005	0.9357073726675288	2.610941357642672	0.4555746135765351	0.898345902405899	2.248416939010572	0.5224748085335162	0.9459111161647564	2.3961197351129058	3	0.6175156599013636	1.0
LRRC8A	2.0642548148317017	0.5591780363760128	0.9649746243292316	2.4765043756169565	0.4795522374703677	0.9122727086597388	2.646877390550568	0.449330538150374	0.9069023860116402	2.395878860333075	3	0.6175908061378788	1.0
RBBP4	1.8736494986498933	0.599040583306252	0.981141290184548	3.511675624534161	0.3192509856710691	0.8022346569696859	1.800268488654775	0.6148765113817407	0.9826376955372916	2.3951978706129435	3	0.6178032598292076	1.0
DDX41	0.8994355425063586	0.8255640235047921	1.0	2.9480423446373107	0.3997055931180574	0.8659089692638493	3.336553806000308	0.3425873537487122	0.8297498491272638	2.3946772310479925	3	0.6179656916120837	1.0
MTHFD1L	1.718568070640149	0.63281360936654	0.9925432498947138	3.8622965687559305	0.27672267490587	0.7538163481133519	1.5996710938405057	0.6594643992808269	0.9941062504942064	2.393511911078862	3	0.6183292658069309	1.0
GTPBP6	3.3084188445895704	0.3464726161296505	0.8200393590350751	0.7312483544258619	0.865830556635248	1.0	3.140384152087254	0.370483043593372	0.8514802118817929	2.393350450367562	3	0.618379642035191	1.0
AHCYL1	0.9320813579332716	0.8176797410448094	1.0	3.981470235709409	0.2634719739584553	0.7388870608450744	2.265660438060128	0.5191313562445186	0.9445876798381572	2.39307067723427	3	0.6184669328193964	1.0
EXOSC3	1.7231797291292883	0.6317927670581898	0.9928911736688942	3.291853329768234	0.3487781200061907	0.8288784851314503	2.163136426894177	0.5392457954318135	0.9559314363424408	2.3927231619305664	3	0.6185753608130087	1.0
KLHL15	1.782312366022583	0.6187915065692606	0.9884993277217712							1.782312366022583	1	0.6187915065692606	1.0
TLR7							1.781891787698569	0.618883391584264	0.98499849966972	1.781891787698569	1	0.618883391584264	1.0
C11orf95	1.3106695432938915	0.7266010603697763	1.0				3.1174298849062345	0.3738717732015341	0.8536485863537058	2.214049714100063	2	0.6189488643627585	1.0
RXFP2							1.7815329579581642	0.6189617929031397	0.984968436238822	1.7815329579581642	1	0.6189617929031397	1.0
CORO1C	1.2363396034062752	0.744302411587398	1.0	2.409033257688691	0.4919552998354978	0.9208394073843934	3.5290095393091203	0.3170191254810565	0.8033796311314684	2.3914608001346953	3	0.618969241130904	1.0
FIP1L1	1.630490917657348	0.6524961397662739	0.9971522135924504	4.9211730573498365	0.1776610802591482	0.6090875839814348	0.6225716729885777	0.8912462177231018	1.0	2.391411882665254	3	0.6189845046569273	1.0
NDUFA1	2.903428786379964	0.4067554590064645	0.8703350459616115				1.5234818853872878	0.6768614241932864	0.9971689549669428	2.213455335883626	2	0.6191080377724232	1.0
RALB	0.1391499860712919	0.9867570066460172	1.0	6.68730644039192	0.0825611831220674	0.3961950002809969	0.3449669699682373	0.9513609501732312	1.0	2.39047446547715	3	0.6192770084923134	1.0
TXNL4A	3.6588553842710017	0.300735973446613	0.7761659524646367	2.866420982275578	0.4126822322871138	0.873339529352554	0.6461167390687805	0.8857984981781235	1.0	2.3904643685384532	3	0.6192801591105929	1.0
DDOST	2.718727191447172	0.4370541799499065	0.8940634686067215	1.754224779286884	0.6249464257621868	0.9729616154638784	2.6979032546460364	0.4405837318764632	0.9000140640672547	2.3902850751266977	3	0.6193361054754497	1.0
OPA1	1.714856201340555	0.6336359886185419	0.9923720775685364	3.2590457545888216	0.3533835084464974	0.831348507663684	2.1966470992522056	0.5326090900194194	0.9525056398792796	2.3901830183938606	3	0.6193679512185515	1.0
CRTC3	1.2180803953068358	0.7486712323755222	1.0	1.9057964999805237	0.5921872809772413	0.9582932108424816	4.046225264521971	0.2565157046089129	0.731127531942746	2.3900340532697766	3	0.6194144344458473	1.0
BBX	1.403431724332202	0.7047305134213839	1.0				3.018682798379245	0.3887536162649819	0.8636694340721258	2.2110572613557236	2	0.6197503302214424	1.0
TCEAL5							1.7778937276395583	0.6197572829819702	0.9851503741418538	1.7778937276395583	1	0.6197572829819702	1.0
BTBD7							1.7773812163131313	0.6198693624494314	0.9847100934313578	1.7773812163131313	1	0.6198693624494314	1.0
A2LD1	2.193466175637442	0.533236477247486	0.9506640654237442	4.156845305391015	0.2450181598935148	0.7100025026264761	0.8130308937305387	0.8463477438303688	1.0	2.3877807915863323	3	0.6201175741804612	1.0
SPIN4							1.7756152086744552	0.6202556612318939	0.9845513192711968	1.7756152086744552	1	0.6202556612318939	1.0
NT5M							1.7747123073633713	0.6204532206084135	0.9844018814354456	1.7747123073633713	1	0.6204532206084135	1.0
